Nodo1,Nodo2,Datos
491,1344,{'latencia': 8.025204191967646}
491,555,{'latencia': 71.614957142939}
491,1102,{'latencia': 22.326326001536763}
491,577,{'latencia': 9.782683929028451}
491,517,{'latencia': 76.81351328099575}
491,1051,{'latencia': 83.74574498040725}
491,972,{'latencia': 11.631119624886948}
491,1232,{'latencia': 7.401958433558236}
491,1073,{'latencia': 80.69344537269704}
491,574,{'latencia': 31.89355851888435}
491,1471,{'latencia': 91.80370452027591}
491,1171,{'latencia': 31.278975029925313}
491,1480,{'latencia': 26.0982908969508}
491,1206,{'latencia': 45.93631968948015}
491,919,{'latencia': 32.8065939892694}
491,839,{'latencia': 18.451450665270684}
491,1035,{'latencia': 13.220749729216323}
491,1155,{'latencia': 98.5609717083691}
491,500,{'latencia': 11.3196199746943}
491,798,{'latencia': 14.997886861607789}
491,751,{'latencia': 3.792291007676951}
491,977,{'latencia': 62.026423574204955}
491,758,{'latencia': 31.346438495720072}
491,1474,{'latencia': 90.30289698616488}
491,786,{'latencia': 30.70182631760196}
491,1208,{'latencia': 65.1134528829049}
491,663,{'latencia': 60.58477262943313}
491,803,{'latencia': 49.398129068456306}
491,1100,{'latencia': 71.85540986828796}
491,886,{'latencia': 29.372011931018083}
491,934,{'latencia': 67.74533704800498}
491,1013,{'latencia': 27.01818148973491}
491,1451,{'latencia': 30.536877249767578}
491,1285,{'latencia': 78.64364078615205}
491,785,{'latencia': 72.11561109018064}
491,898,{'latencia': 32.85665862546161}
491,684,{'latencia': 21.207593941100587}
491,495,{'latencia': 72.55225185473498}
491,700,{'latencia': 1.841195471056695}
491,1116,{'latencia': 17.469393475569454}
491,694,{'latencia': 31.588528021244336}
491,638,{'latencia': 47.29555554784317}
491,893,{'latencia': 54.05458060039602}
491,502,{'latencia': 38.23220931047322}
491,552,{'latencia': 72.27734833215366}
491,725,{'latencia': 30.832245786663613}
492,1153,{'latencia': 66.61012609837283}
492,1124,{'latencia': 64.50849096457573}
492,1349,{'latencia': 87.2897568574977}
492,1194,{'latencia': 87.57051262380537}
492,855,{'latencia': 98.30156970911959}
492,564,{'latencia': 50.09077079523053}
492,1101,{'latencia': 87.20713801423331}
492,624,{'latencia': 95.94352684605394}
492,1340,{'latencia': 40.82436390477807}
492,1098,{'latencia': 45.61659817641094}
492,1116,{'latencia': 68.3790720786856}
492,852,{'latencia': 36.60346859119766}
492,1000,{'latencia': 54.74832481058334}
492,933,{'latencia': 39.32402592789212}
492,1355,{'latencia': 27.227948629197808}
492,645,{'latencia': 10.333399212369605}
492,1067,{'latencia': 3.0842427153221585}
492,1491,{'latencia': 43.91231057202083}
492,1453,{'latencia': 53.019538542024456}
492,762,{'latencia': 30.676185080670752}
492,634,{'latencia': 21.769378447458894}
492,1413,{'latencia': 27.107072218815468}
492,600,{'latencia': 63.99469950783012}
492,1109,{'latencia': 27.576161367991357}
492,1021,{'latencia': 20.017707733899403}
492,922,{'latencia': 59.79559478116396}
492,712,{'latencia': 60.87672040414784}
492,771,{'latencia': 17.726259465506054}
492,1202,{'latencia': 40.3020860769861}
492,703,{'latencia': 52.357712097941516}
492,1251,{'latencia': 41.83133820517737}
492,1479,{'latencia': 80.0085285135068}
492,1326,{'latencia': 94.79981997890975}
492,1322,{'latencia': 70.74485093053183}
492,1476,{'latencia': 85.10976471430929}
492,1311,{'latencia': 13.327939652785354}
492,958,{'latencia': 29.719522412849525}
492,1313,{'latencia': 48.39049607900845}
492,1400,{'latencia': 15.242217686317387}
492,525,{'latencia': 94.54071010352263}
492,872,{'latencia': 17.2185919302488}
492,1034,{'latencia': 29.39977758008824}
492,1426,{'latencia': 98.20925406566748}
492,1032,{'latencia': 8.754464121617495}
492,815,{'latencia': 50.46577379571012}
492,1223,{'latencia': 96.22766550097795}
492,739,{'latencia': 61.13646989447197}
492,687,{'latencia': 45.59333950340542}
493,1046,{'latencia': 69.35910362258538}
493,1467,{'latencia': 79.67795179076501}
493,738,{'latencia': 52.661903763546775}
493,774,{'latencia': 53.951492675542355}
493,1119,{'latencia': 29.237346377171338}
493,1292,{'latencia': 96.31538967528145}
493,1391,{'latencia': 22.074132135351306}
493,988,{'latencia': 11.23606241871484}
493,722,{'latencia': 70.15622803065322}
493,965,{'latencia': 64.60482459322401}
493,630,{'latencia': 53.49505413189181}
493,1242,{'latencia': 52.2288673649598}
493,780,{'latencia': 44.303207892552685}
493,798,{'latencia': 30.467577344827664}
493,1029,{'latencia': 35.825720280366525}
493,871,{'latencia': 4.858801924027294}
493,633,{'latencia': 86.73833152856973}
493,679,{'latencia': 59.55003806914385}
493,1061,{'latencia': 72.08005569526334}
493,1103,{'latencia': 52.36841150363632}
493,1381,{'latencia': 90.45492746090362}
493,825,{'latencia': 61.072918326147175}
493,659,{'latencia': 7.539086968927777}
493,1227,{'latencia': 11.31684206149503}
493,1008,{'latencia': 6.405489734204498}
493,1316,{'latencia': 70.50942809292614}
493,581,{'latencia': 52.890107268642126}
493,1218,{'latencia': 9.928082163470927}
493,969,{'latencia': 84.30598662561289}
493,752,{'latencia': 19.65609897450975}
493,1460,{'latencia': 8.078796636228}
493,1492,{'latencia': 95.9222281973929}
493,591,{'latencia': 15.613503165566032}
493,730,{'latencia': 97.62168499104894}
493,827,{'latencia': 17.188456830131706}
493,908,{'latencia': 94.18639290154279}
493,1153,{'latencia': 31.585992612381695}
493,930,{'latencia': 74.68476988380596}
493,876,{'latencia': 63.425344959017536}
493,897,{'latencia': 34.658297425559965}
493,1167,{'latencia': 72.99755553053048}
493,1369,{'latencia': 73.84957999552205}
493,669,{'latencia': 1.919433014833683}
493,1431,{'latencia': 17.65438066322651}
494,1228,{'latencia': 81.28364692920434}
494,1321,{'latencia': 7.20095797692207}
494,672,{'latencia': 34.76495218361864}
494,1297,{'latencia': 97.85352500457981}
494,943,{'latencia': 93.706978287623}
494,892,{'latencia': 6.67465581702956}
494,1316,{'latencia': 71.29537981882615}
494,534,{'latencia': 29.801978682360936}
494,537,{'latencia': 9.155534733854765}
494,1480,{'latencia': 87.7186574759662}
494,1407,{'latencia': 96.02606156143443}
494,1229,{'latencia': 11.463252335933735}
494,1326,{'latencia': 18.853806408317002}
494,983,{'latencia': 70.20609669725556}
494,763,{'latencia': 53.174774171841634}
494,694,{'latencia': 43.13408671471929}
494,1093,{'latencia': 84.89517802376294}
494,734,{'latencia': 49.11167582497838}
494,516,{'latencia': 80.30481700597765}
494,1426,{'latencia': 9.834173837118454}
494,808,{'latencia': 21.46725984491098}
494,1214,{'latencia': 91.14535531209712}
494,1057,{'latencia': 81.83218148640898}
494,715,{'latencia': 70.34340098139477}
494,747,{'latencia': 66.7533075975215}
494,1218,{'latencia': 22.48127648781721}
494,1150,{'latencia': 44.15079816595741}
494,858,{'latencia': 97.43895904355291}
494,1360,{'latencia': 51.280163737880414}
494,1431,{'latencia': 42.09152006272691}
494,900,{'latencia': 9.871769159462861}
494,1283,{'latencia': 68.28502554432028}
494,1133,{'latencia': 92.90358485930712}
494,855,{'latencia': 91.83990236966818}
494,1403,{'latencia': 94.2836526235903}
494,713,{'latencia': 97.93941043027898}
494,776,{'latencia': 91.77465765609203}
494,737,{'latencia': 9.533563710605417}
494,1366,{'latencia': 58.68053107115457}
494,770,{'latencia': 64.32908234369326}
494,786,{'latencia': 99.41237982061115}
494,1187,{'latencia': 4.5056388157969}
494,682,{'latencia': 89.60817862569655}
494,1122,{'latencia': 79.33296959807808}
494,1156,{'latencia': 97.63416315916163}
494,1465,{'latencia': 8.052462252671775}
494,1071,{'latencia': 83.32229407790736}
494,759,{'latencia': 55.830759720298275}
494,914,{'latencia': 92.22829732842985}
494,1037,{'latencia': 25.963258331053535}
495,1329,{'latencia': 5.397745636873655}
495,1453,{'latencia': 7.784624444525832}
495,1143,{'latencia': 79.08999363416464}
495,1059,{'latencia': 48.43910568440504}
495,964,{'latencia': 59.30195973087368}
495,1294,{'latencia': 98.03903293891449}
495,679,{'latencia': 80.80538676356969}
495,523,{'latencia': 54.68817303978821}
495,585,{'latencia': 57.50624994154639}
495,641,{'latencia': 83.2787618012162}
495,1104,{'latencia': 83.98071249220872}
495,1077,{'latencia': 7.773224258024093}
495,1004,{'latencia': 89.00364247869562}
495,680,{'latencia': 52.23654204992004}
495,1061,{'latencia': 79.21808856786309}
495,1200,{'latencia': 21.47132292142829}
495,1426,{'latencia': 79.18802789393341}
495,1094,{'latencia': 63.952246615616914}
495,988,{'latencia': 14.622195962865081}
495,696,{'latencia': 54.382950031811305}
495,1171,{'latencia': 56.406467912995495}
495,1440,{'latencia': 14.043477197164727}
495,1014,{'latencia': 3.36682584003679}
495,734,{'latencia': 78.95488323648424}
495,1163,{'latencia': 60.69741676563794}
495,1116,{'latencia': 64.77091287463557}
495,1306,{'latencia': 1.4014590484823075}
495,708,{'latencia': 37.53012919052646}
495,1277,{'latencia': 6.253046025615424}
495,1269,{'latencia': 36.33506503551995}
495,661,{'latencia': 60.947279230782364}
495,547,{'latencia': 41.17860868411727}
495,1469,{'latencia': 62.536655378962536}
495,1436,{'latencia': 60.54508209136206}
495,800,{'latencia': 98.5868894066793}
495,576,{'latencia': 60.63010903420352}
495,505,{'latencia': 10.368900508123447}
495,567,{'latencia': 76.65272928964636}
495,1204,{'latencia': 39.47437011227155}
495,1262,{'latencia': 65.5402599448837}
495,1365,{'latencia': 38.7450812518508}
495,570,{'latencia': 97.87856679525808}
495,965,{'latencia': 7.867529357674388}
495,552,{'latencia': 60.02974919073861}
495,816,{'latencia': 71.38504385480992}
495,1332,{'latencia': 54.661554873758256}
495,1307,{'latencia': 78.71824670444057}
495,922,{'latencia': 22.793264211469804}
495,933,{'latencia': 9.953045683224811}
495,1006,{'latencia': 31.057381169240085}
495,607,{'latencia': 49.77289528026584}
495,1188,{'latencia': 32.49408615987008}
495,1159,{'latencia': 97.88807342491604}
495,1443,{'latencia': 64.19015407152321}
495,825,{'latencia': 59.30180506624688}
496,1349,{'latencia': 28.593418324703745}
496,561,{'latencia': 40.268928591165796}
496,1363,{'latencia': 50.32435738770495}
496,951,{'latencia': 55.70757469947921}
496,1185,{'latencia': 63.65374281670249}
496,633,{'latencia': 13.246241760381942}
496,1011,{'latencia': 98.62507858075344}
496,1267,{'latencia': 32.267357846430684}
496,1388,{'latencia': 7.238297289168243}
496,1227,{'latencia': 93.36365686099367}
496,862,{'latencia': 85.87196367495314}
496,847,{'latencia': 72.99424240102323}
496,890,{'latencia': 75.54643087983412}
496,657,{'latencia': 36.451516955264246}
496,1435,{'latencia': 94.91601447623529}
496,1026,{'latencia': 10.17413916067869}
496,1450,{'latencia': 67.67812258677657}
496,938,{'latencia': 13.70090108028096}
496,881,{'latencia': 86.41136661350897}
496,1489,{'latencia': 32.171907609315}
496,1276,{'latencia': 89.12354915834084}
496,1386,{'latencia': 97.71611780434691}
496,1012,{'latencia': 4.793796873257389}
496,802,{'latencia': 60.37796113293723}
496,996,{'latencia': 13.653098204012965}
496,843,{'latencia': 53.048703651548}
496,1113,{'latencia': 75.2582582803747}
496,1289,{'latencia': 23.75248233391198}
496,1109,{'latencia': 85.51426922606825}
496,904,{'latencia': 1.1986863778880212}
496,1023,{'latencia': 45.17264796487749}
496,597,{'latencia': 5.465154280999147}
496,1095,{'latencia': 70.26763937072988}
496,1054,{'latencia': 67.66893650439091}
496,1279,{'latencia': 77.72343676862384}
496,738,{'latencia': 64.14287538536374}
496,1046,{'latencia': 79.23914068598823}
496,872,{'latencia': 58.53135769367149}
496,830,{'latencia': 82.37253590049333}
496,1166,{'latencia': 28.188557019356935}
496,853,{'latencia': 39.56345447884598}
496,533,{'latencia': 57.902357604663116}
496,839,{'latencia': 12.73339302558468}
496,1194,{'latencia': 49.77280365717782}
496,704,{'latencia': 66.87602297181226}
496,1405,{'latencia': 55.359287646327324}
496,1243,{'latencia': 42.21836829379403}
496,1423,{'latencia': 79.14294709568921}
496,576,{'latencia': 2.610559001969546}
496,1434,{'latencia': 86.94905466455671}
496,578,{'latencia': 13.178586472309636}
496,859,{'latencia': 86.5798217095309}
496,632,{'latencia': 2.814773086508745}
496,1142,{'latencia': 11.772213457336916}
497,793,{'latencia': 27.417026024906114}
497,882,{'latencia': 89.88692600362448}
497,1117,{'latencia': 89.53285143717784}
497,566,{'latencia': 53.59231653732041}
497,509,{'latencia': 81.98813211178157}
497,1140,{'latencia': 95.95228940792437}
497,1423,{'latencia': 30.286649804550827}
497,986,{'latencia': 25.16959918407533}
497,634,{'latencia': 60.630419618683206}
497,891,{'latencia': 66.89965442782685}
497,913,{'latencia': 65.02374009757705}
497,1016,{'latencia': 72.99945431690529}
497,1430,{'latencia': 11.89045129186658}
497,835,{'latencia': 61.31904392143153}
497,1193,{'latencia': 82.03363806537413}
497,1074,{'latencia': 71.29364437980306}
497,626,{'latencia': 33.74248787571374}
497,1091,{'latencia': 52.4456068367199}
497,889,{'latencia': 52.70073077137834}
497,898,{'latencia': 83.21800455455235}
497,855,{'latencia': 17.32623591827998}
497,859,{'latencia': 7.195254142172443}
497,1265,{'latencia': 28.865177639915974}
497,613,{'latencia': 64.32608541242507}
497,700,{'latencia': 34.23242000181485}
497,852,{'latencia': 44.24181829245724}
497,1050,{'latencia': 22.230560582725012}
497,769,{'latencia': 9.02804189886865}
497,1495,{'latencia': 91.24841318221902}
497,1446,{'latencia': 26.06948037008876}
497,615,{'latencia': 91.20545710912597}
497,1357,{'latencia': 99.5269653047532}
497,742,{'latencia': 40.15195240750432}
497,1234,{'latencia': 27.510014807543666}
497,1372,{'latencia': 28.432185895884587}
497,737,{'latencia': 18.344885834157115}
497,750,{'latencia': 58.026143573089946}
497,1048,{'latencia': 75.32192711700532}
497,1269,{'latencia': 12.699767812504694}
497,1211,{'latencia': 46.1363644673456}
497,621,{'latencia': 32.807657855577716}
497,1252,{'latencia': 98.9880092658426}
497,1030,{'latencia': 92.08666343251227}
497,575,{'latencia': 1.2158628814308112}
497,1459,{'latencia': 49.63141768273096}
497,1350,{'latencia': 41.43296806352397}
497,958,{'latencia': 80.27824487437039}
497,567,{'latencia': 84.83507913410902}
497,524,{'latencia': 19.682471856956138}
497,1383,{'latencia': 46.295101158163924}
497,1320,{'latencia': 87.0821383596166}
497,1128,{'latencia': 66.91542993433431}
497,578,{'latencia': 60.482424250276495}
497,631,{'latencia': 11.648634281072885}
497,1251,{'latencia': 78.36582798960355}
497,830,{'latencia': 31.359810869090147}
497,1007,{'latencia': 24.198303784734716}
497,1324,{'latencia': 8.489748767568926}
498,749,{'latencia': 29.944086839839155}
498,1201,{'latencia': 40.53095478066997}
498,1226,{'latencia': 79.34956865497527}
498,1426,{'latencia': 39.344091296031756}
498,1000,{'latencia': 57.50201972881527}
498,606,{'latencia': 26.782599018962124}
498,1142,{'latencia': 53.73834089515468}
498,1109,{'latencia': 99.68762579081191}
498,1056,{'latencia': 14.210080643788494}
498,1173,{'latencia': 58.46767911930377}
498,545,{'latencia': 5.323830055374848}
498,827,{'latencia': 29.656923366941246}
498,1215,{'latencia': 37.57938493605883}
498,1404,{'latencia': 23.416836315249753}
498,957,{'latencia': 70.38296422686541}
498,1003,{'latencia': 65.22614260950888}
498,806,{'latencia': 82.52167735491894}
498,1316,{'latencia': 97.62528151542145}
498,1010,{'latencia': 61.861453094736646}
498,527,{'latencia': 1.0656781627203373}
498,675,{'latencia': 45.37510502471681}
498,635,{'latencia': 99.6581658589595}
498,1132,{'latencia': 6.700985441940515}
498,788,{'latencia': 51.46842504625784}
498,633,{'latencia': 78.41787058257796}
498,1027,{'latencia': 94.55433254406545}
498,1446,{'latencia': 46.74420798696181}
498,1324,{'latencia': 27.243519737785856}
498,963,{'latencia': 79.01370495413524}
498,975,{'latencia': 79.68658674929493}
498,1327,{'latencia': 33.62812575836848}
498,1489,{'latencia': 77.89688475166723}
498,764,{'latencia': 60.16797445599887}
498,718,{'latencia': 92.42679644964728}
498,861,{'latencia': 62.60955419649585}
498,1233,{'latencia': 28.51488143842796}
498,724,{'latencia': 99.91435709440158}
498,1382,{'latencia': 18.710481315078574}
498,568,{'latencia': 37.601934687233914}
498,1006,{'latencia': 66.47935863691883}
498,1183,{'latencia': 53.904272418340526}
498,999,{'latencia': 61.14036958326256}
498,634,{'latencia': 13.084118888817045}
498,826,{'latencia': 52.48999800868659}
498,1244,{'latencia': 32.1124415199135}
498,692,{'latencia': 63.548846309145944}
498,1380,{'latencia': 81.74466366366126}
498,1246,{'latencia': 28.30637642154952}
498,1099,{'latencia': 16.917219512843936}
498,797,{'latencia': 46.436496770107446}
498,533,{'latencia': 9.749217025110191}
498,850,{'latencia': 58.85577774162054}
498,803,{'latencia': 14.283064870578752}
498,1362,{'latencia': 32.72203402321318}
499,1024,{'latencia': 28.25085281414155}
499,1001,{'latencia': 55.83321498329391}
499,1408,{'latencia': 37.64124650312915}
499,1333,{'latencia': 4.9406915940614615}
499,1151,{'latencia': 2.9720610610152054}
499,763,{'latencia': 84.71885786643969}
499,954,{'latencia': 73.97703867204474}
499,1402,{'latencia': 8.48959963101457}
499,513,{'latencia': 84.10699050069519}
499,1493,{'latencia': 78.68660776539863}
499,1431,{'latencia': 64.76316545555395}
499,1303,{'latencia': 78.70113729685748}
499,627,{'latencia': 65.7587487016541}
499,773,{'latencia': 77.86262070653424}
499,1234,{'latencia': 63.739981741664586}
499,525,{'latencia': 78.44997168927125}
499,1224,{'latencia': 7.223854996195972}
499,672,{'latencia': 13.613562439478422}
499,501,{'latencia': 93.46208252213316}
499,1157,{'latencia': 35.78225349131369}
499,733,{'latencia': 77.85810374119151}
499,843,{'latencia': 96.64251304749045}
499,1306,{'latencia': 20.958755359622188}
499,974,{'latencia': 37.325357073221724}
499,1147,{'latencia': 51.08820097307307}
499,1181,{'latencia': 76.0337363837511}
499,892,{'latencia': 81.53441198841664}
499,1291,{'latencia': 95.06189245156767}
499,1467,{'latencia': 40.38118925887297}
499,1284,{'latencia': 97.64525225317531}
499,1216,{'latencia': 45.576574320277025}
499,1464,{'latencia': 28.244226168097537}
499,999,{'latencia': 24.424441051073455}
499,635,{'latencia': 55.86320390831072}
499,900,{'latencia': 76.84686538862276}
499,812,{'latencia': 70.63165633169996}
499,1072,{'latencia': 32.122717440773414}
499,967,{'latencia': 62.80360366810921}
499,1119,{'latencia': 26.923340967553244}
499,604,{'latencia': 18.608704945651002}
499,1370,{'latencia': 75.16263854329722}
499,1205,{'latencia': 47.3042005574866}
499,1475,{'latencia': 79.45313988122619}
499,1326,{'latencia': 86.24967590900113}
499,538,{'latencia': 81.76552437915913}
499,1142,{'latencia': 24.185332027005273}
499,1128,{'latencia': 25.648261664724934}
499,1404,{'latencia': 38.286424074300896}
499,1406,{'latencia': 36.580321655267824}
499,1250,{'latencia': 28.694918485361537}
499,826,{'latencia': 11.973382716890791}
499,1168,{'latencia': 99.57522972426688}
499,676,{'latencia': 85.7310712276646}
499,682,{'latencia': 45.459554840717665}
499,880,{'latencia': 1.5269404600359742}
499,1296,{'latencia': 88.04067018991057}
499,1066,{'latencia': 15.60772960338352}
499,1016,{'latencia': 51.425543878848366}
499,1090,{'latencia': 97.47422755898296}
499,985,{'latencia': 14.454978945407344}
499,907,{'latencia': 2.119158146200391}
499,561,{'latencia': 30.36547133041849}
500,1445,{'latencia': 33.880932631045845}
500,979,{'latencia': 80.70925288630245}
500,689,{'latencia': 56.94457205057228}
500,1383,{'latencia': 72.7447053781142}
500,1100,{'latencia': 68.77806375161295}
500,1406,{'latencia': 60.65774360333199}
500,1402,{'latencia': 70.09769251004278}
500,1111,{'latencia': 8.572917819947786}
500,697,{'latencia': 56.802837454985045}
500,876,{'latencia': 83.72250950887825}
500,1170,{'latencia': 40.22646187889761}
500,1415,{'latencia': 28.208158102624413}
500,853,{'latencia': 68.81109675752872}
500,1302,{'latencia': 3.640402669551378}
500,1284,{'latencia': 33.16309342183172}
500,1474,{'latencia': 59.86921529652249}
500,751,{'latencia': 13.153075792119592}
500,1206,{'latencia': 43.174797770845444}
500,856,{'latencia': 38.00715770253323}
500,1269,{'latencia': 8.70238884806315}
500,683,{'latencia': 42.523751927950705}
500,1343,{'latencia': 37.3159823367737}
500,1116,{'latencia': 93.42881415218152}
500,1073,{'latencia': 86.39883095075045}
500,1352,{'latencia': 12.916715287748277}
500,563,{'latencia': 35.389725165532376}
500,1143,{'latencia': 13.669734673451016}
500,836,{'latencia': 4.561905440475618}
500,1063,{'latencia': 8.229957499944105}
500,1351,{'latencia': 60.25359963613049}
500,903,{'latencia': 81.77867434532888}
500,825,{'latencia': 32.413614035194435}
500,942,{'latencia': 98.6009716641252}
500,771,{'latencia': 87.41165708135917}
500,870,{'latencia': 84.54665636512931}
500,1122,{'latencia': 21.752607957711803}
500,1411,{'latencia': 1.4241216604525992}
500,1460,{'latencia': 56.51472585362301}
500,626,{'latencia': 57.996697266739055}
500,515,{'latencia': 11.810103447432615}
500,592,{'latencia': 75.47742763318475}
500,1361,{'latencia': 15.905727204103814}
500,597,{'latencia': 18.800918949307224}
500,932,{'latencia': 64.35388623833931}
500,1080,{'latencia': 30.701461752620336}
500,723,{'latencia': 8.074613892216844}
501,916,{'latencia': 18.529686991397956}
501,651,{'latencia': 51.5059100868188}
501,1154,{'latencia': 18.158946268966336}
501,1309,{'latencia': 23.830641991831037}
501,1404,{'latencia': 88.20673440201227}
501,1327,{'latencia': 77.054714979842}
501,959,{'latencia': 36.09103387862328}
501,510,{'latencia': 47.490949455924145}
501,1486,{'latencia': 89.1853301388234}
501,1334,{'latencia': 80.56088534905861}
501,1306,{'latencia': 90.97274191742777}
501,1269,{'latencia': 31.707725284367655}
501,900,{'latencia': 18.087641384341946}
501,803,{'latencia': 58.71882350458297}
501,1231,{'latencia': 31.055089039607292}
501,537,{'latencia': 96.61131024418256}
501,972,{'latencia': 99.26414756149202}
501,832,{'latencia': 33.962584990833236}
501,754,{'latencia': 60.67852723135997}
501,735,{'latencia': 60.83648162425253}
501,1459,{'latencia': 83.73514478327401}
501,1425,{'latencia': 29.209829561274738}
501,977,{'latencia': 8.890815411919238}
501,808,{'latencia': 61.427595247590894}
501,724,{'latencia': 66.31589468505521}
501,1175,{'latencia': 25.1779750617812}
501,1348,{'latencia': 99.73214494628256}
501,990,{'latencia': 62.33666791321063}
501,1384,{'latencia': 6.471522997956072}
501,551,{'latencia': 12.341076268191662}
501,1047,{'latencia': 85.78928856136105}
501,1168,{'latencia': 3.82001561272224}
501,1381,{'latencia': 66.12108441203856}
501,1143,{'latencia': 72.52258317397644}
501,776,{'latencia': 82.11022084490922}
501,865,{'latencia': 99.08796509411833}
501,1238,{'latencia': 76.43194117231474}
501,1141,{'latencia': 3.182426724880427}
501,1372,{'latencia': 29.75143744840991}
501,807,{'latencia': 79.35700611105278}
501,1259,{'latencia': 72.94471812489486}
501,917,{'latencia': 5.003733755189787}
501,563,{'latencia': 77.28569225076518}
501,739,{'latencia': 89.44139457352021}
501,983,{'latencia': 3.7981866507405435}
501,961,{'latencia': 53.64129535420802}
501,1388,{'latencia': 78.95382292357274}
501,718,{'latencia': 94.71013164460226}
501,770,{'latencia': 87.51262560616908}
502,716,{'latencia': 71.46906373715069}
502,1211,{'latencia': 37.22515228256866}
502,1385,{'latencia': 37.4444480055325}
502,695,{'latencia': 14.28021026667266}
502,715,{'latencia': 28.982121219302684}
502,1197,{'latencia': 35.92731637216894}
502,1404,{'latencia': 26.891457652762572}
502,1005,{'latencia': 47.55249665018375}
502,679,{'latencia': 28.549983083397986}
502,1137,{'latencia': 10.204999265365123}
502,1335,{'latencia': 50.342160297694136}
502,848,{'latencia': 21.727555007755008}
502,1088,{'latencia': 69.32625940981943}
502,1128,{'latencia': 23.803355138867573}
502,1310,{'latencia': 71.66836302402932}
502,1045,{'latencia': 35.33698643504923}
502,1040,{'latencia': 65.4086535563034}
502,1194,{'latencia': 79.22357234859408}
502,879,{'latencia': 26.551446067496446}
502,615,{'latencia': 6.855281658460191}
502,587,{'latencia': 93.86415788167574}
502,893,{'latencia': 11.983602119549037}
502,1410,{'latencia': 72.04890559901574}
502,704,{'latencia': 69.21992709905457}
502,1017,{'latencia': 34.26002598962997}
502,699,{'latencia': 28.232614585373106}
502,1435,{'latencia': 75.72359409430042}
502,1101,{'latencia': 97.78461547233098}
502,1350,{'latencia': 25.695036055607243}
502,559,{'latencia': 96.67601601789703}
502,1163,{'latencia': 85.05433198428712}
502,980,{'latencia': 62.4033041566391}
502,1023,{'latencia': 55.6790087120479}
502,1290,{'latencia': 49.983367579629274}
502,1423,{'latencia': 72.51320581927594}
502,689,{'latencia': 94.8574948493544}
502,1407,{'latencia': 2.705761590945555}
502,1132,{'latencia': 76.29114869071854}
502,1058,{'latencia': 81.1087437883226}
502,600,{'latencia': 97.11081376614027}
502,1497,{'latencia': 9.719781079551565}
502,665,{'latencia': 1.1097514767132144}
503,1262,{'latencia': 29.604410258881273}
503,928,{'latencia': 16.92428951641658}
503,821,{'latencia': 66.58530330099822}
503,1451,{'latencia': 67.59966718451277}
503,1346,{'latencia': 60.54841977548971}
503,525,{'latencia': 71.80472188319943}
503,763,{'latencia': 17.536136432302943}
503,1229,{'latencia': 68.40575810937314}
503,695,{'latencia': 95.94636766859183}
503,978,{'latencia': 97.73599735020004}
503,1002,{'latencia': 86.45932543181542}
503,735,{'latencia': 16.22733333089406}
503,1238,{'latencia': 71.55230573472726}
503,1175,{'latencia': 93.3418148416684}
503,697,{'latencia': 83.08872171270244}
503,516,{'latencia': 56.40150530547884}
503,706,{'latencia': 18.205457004195647}
503,1065,{'latencia': 37.17687113009605}
503,1425,{'latencia': 75.7186432921754}
503,1083,{'latencia': 60.98859381122956}
503,662,{'latencia': 75.26898599739678}
503,1067,{'latencia': 3.6665769581286365}
503,1387,{'latencia': 3.027207809673578}
503,1289,{'latencia': 99.735486097161}
503,936,{'latencia': 31.14688730841822}
503,579,{'latencia': 56.552651054653886}
503,858,{'latencia': 89.2790001199551}
503,568,{'latencia': 11.161034483605256}
503,987,{'latencia': 86.38654804410699}
503,602,{'latencia': 52.64163166692147}
503,1261,{'latencia': 93.16398087919843}
503,556,{'latencia': 16.012961037242896}
503,692,{'latencia': 16.57163119175092}
503,907,{'latencia': 33.37144731596045}
503,1382,{'latencia': 99.2868486721293}
503,998,{'latencia': 22.509829565197315}
503,1197,{'latencia': 50.28279545225843}
503,1078,{'latencia': 16.127505120931964}
503,1379,{'latencia': 2.1519762293665603}
503,651,{'latencia': 49.204246911817584}
503,1103,{'latencia': 44.082337950302154}
503,1291,{'latencia': 49.703261330577725}
503,1203,{'latencia': 76.82612164015609}
503,742,{'latencia': 30.72752941145947}
503,1454,{'latencia': 30.238766764169227}
503,1021,{'latencia': 44.10874949222277}
503,1263,{'latencia': 68.46615327805848}
503,768,{'latencia': 95.60701431712108}
503,1281,{'latencia': 41.36443286477698}
503,704,{'latencia': 80.74509205556907}
503,558,{'latencia': 77.65927188402034}
504,1299,{'latencia': 24.30140138610164}
504,707,{'latencia': 71.19898889393058}
504,1058,{'latencia': 62.7371215576117}
504,789,{'latencia': 48.94902296390765}
504,1462,{'latencia': 99.87142031509288}
504,539,{'latencia': 6.500866381557849}
504,670,{'latencia': 66.94733845710151}
504,606,{'latencia': 45.679318445536076}
504,970,{'latencia': 91.54267432997261}
504,933,{'latencia': 2.5186649567799204}
504,1355,{'latencia': 59.73761807510734}
504,973,{'latencia': 95.4181438955273}
504,928,{'latencia': 95.14984389254066}
504,1306,{'latencia': 54.17097035570395}
504,838,{'latencia': 2.3456588477470737}
504,812,{'latencia': 77.25798119643132}
504,1258,{'latencia': 41.13572439003677}
504,999,{'latencia': 10.060525292115125}
504,560,{'latencia': 61.47809768798793}
504,1063,{'latencia': 30.14648647656786}
504,870,{'latencia': 19.55692418612611}
504,1163,{'latencia': 65.46222248697555}
